user_name,video_id,video_desc,video_time,video_duration,n_shares,n_likes,n_comments,n_plays,video_link
jongraz,7010754857476885766,it’s that time again #pug #dog #adoptdontshop #humor #nobones #noodletok,1632318567,26,0,0,2936,0,https://www.tiktok.com/@jongraz/video/7010754857476885766?lang=en
jongraz,7010156266857303301,I am his personal palanquin #pug #olddog #nyc #newyork #apartment #foryou,1632179200,15,0,0,518,0,https://www.tiktok.com/@jongraz/video/7010156266857303301?lang=en
jongraz,7010045144456121605,nobody has to know #humor #foryou #masks #crest3dwhitestrips,1632153324,6,0,0,73,0,https://www.tiktok.com/@jongraz/video/7010045144456121605?lang=en
jongraz,7008748587186162949,just stop at 25 just stop there #aging #30 #millennial #back #humor #foryou,1631851447,33,0,0,174,0,https://www.tiktok.com/@jongraz/video/7008748587186162949?lang=en
jongraz,7007786296059940101,no one saw it coming!! #pug #dog #noodletok #bones #humor #foryou #goodluck,1631627395,33,0,0,932,0,https://www.tiktok.com/@jongraz/video/7007786296059940101?lang=en
jongraz,7005929953787235590,"no bones, no sense of decency, no problem #pug #pugs #seniordog #decency #undercarriage #bodypositivity #noodletok",1631195182,15,0,0,366,0,https://www.tiktok.com/@jongraz/video/7005929953787235590?lang=en
jongraz,7005558744796990726,one day he’ll tell me his goals. one day. #pug #olddog #carpediem #ambition #foryou,1631108753,15,0,0,96,0,https://www.tiktok.com/@jongraz/video/7005558744796990726?lang=en
jongraz,7005187143127584006,he brightens my day every day and hopefully he can brighten yours too 😊 #pug #share #dog #enya #positivity #noodletok,1631022233,11,0,0,358,0,https://www.tiktok.com/@jongraz/video/7005187143127584006?lang=en
jongraz,7004453353946189062,one day we’re gonna have a full skeleton I swear #pug #olddog #humor #morning #foryou #dog #noodletok #bones,1630851384,35,0,0,288,0,https://www.tiktok.com/@jongraz/video/7004453353946189062?lang=en
jongraz,7004168429892586757,#stitch with @im_thaliaaa #gym #humor #fitness #mcdonalds #foryou,1630785045,15,0,0,98,0,https://www.tiktok.com/@jongraz/video/7004168429892586757?lang=en
jongraz,7003692641074400518,I worry about dryness!! #pug #dog #pet #humor #maintenance #dryness,1630674267,15,0,0,659,0,https://www.tiktok.com/@jongraz/video/7003692641074400518?lang=en
jongraz,7002719846727306502,I love him I’ve worked with him for a while and he’s ✨ totally right ✨ #therapy #humor  #mentalhealth #wellness #foryoupage,1630447770,10,0,0,401,0,https://www.tiktok.com/@jongraz/video/7002719846727306502?lang=en
jongraz,7002231053444336902,so SWEET 😭 #pug #pugsoftiktok #humor #cute #dog #noodletok,1630333964,54,0,0,213,0,https://www.tiktok.com/@jongraz/video/7002231053444336902?lang=en
jongraz,6999998598305942790,he’s coming on the trip. he always comes on the trip! #pug #pugsoftiktok #noodletok #sirpleasecomedown #foryou #humor #seniordog,1629814181,16,0,0,1358,0,https://www.tiktok.com/@jongraz/video/6999998598305942790?lang=en
jongraz,6998871742793993478,they’re nowhere to be found! #pug #seniordog #dogs #humor #morning #nobones,1629551814,25,0,0,532,0,https://www.tiktok.com/@jongraz/video/6998871742793993478?lang=en
jongraz,6998679818179153158,like I can still go to a club but I’m leaving by 11 #30 #aging #millennial #foryou #humor,1629507128,17,0,0,71,0,https://www.tiktok.com/@jongraz/video/6998679818179153158?lang=en
jongraz,6998589840988065030,hoping to see her again ❤️ #storytime #nyc #newyork #foryou #gay #friday #weekend,1629486178,58,140,9471,95,229100,https://www.tiktok.com/@jongraz/video/6998589840988065030?lang=en
jongraz,6996709520877686022,happiness hit her like a train on a track!! #humor #foryou #outdoors #camping #gay,1629048382,28,18700,151100,2653,1400000,https://www.tiktok.com/@jongraz/video/6996709520877686022?lang=en
jongraz,6995925135182056709,he had them just last night!! #pug #seniordog  #boneless #humor #foryou,1628865753,22,34700,436600,1439,2300000,https://www.tiktok.com/@jongraz/video/6995925135182056709?lang=en
jongraz,6995569778865753350,I’m never moving #newyork #nyc #storytime #foryou #gay #guzzlingapplesauce,1628783015,40,1038,47200,366,519200,https://www.tiktok.com/@jongraz/video/6995569778865753350?lang=en
jongraz,6995007370606808326,30 is a crossroads!! #millennial #30 #aging #gay #onefootinthegrave #foryou,1628652070,23,10900,153100,1410,1100000,https://www.tiktok.com/@jongraz/video/6995007370606808326?lang=en
jongraz,6994055306540092678,Why is he this WAY?? #pug #pugsoftiktok #dog #SHEINcares,1628430400,16,393,17100,90,279800,https://www.tiktok.com/@jongraz/video/6994055306540092678?lang=en
jongraz,6979013204206816518,this is how noodle goes on a walk. it doesn’t involve walking #pug #olddog #pugsoftiktok,1624928141,13,763,12200,103,174400,https://www.tiktok.com/@jongraz/video/6979013204206816518?lang=en
jongraz,6972599767964667141,we don’t know why!! we just don’t know #pugs #dog #dogsotiktok #angryoldman,1623434895,37,718,12500,182,185600,https://www.tiktok.com/@jongraz/video/6972599767964667141?lang=en
jongraz,6971446796165876998,"he’s 50% Georgie from It, 50% Clint Eastwood from Gran Torino. #pug #pugs #nosoggypugs #dogsoftiktok",1623166456,15,147,8178,131,152300,https://www.tiktok.com/@jongraz/video/6971446796165876998?lang=en
jongraz,6969973692264762629,"I, too, do not have goals. #pug #pugs #dog #humor #goaloriented",1622823465,15,3607,50100,220,364800,https://www.tiktok.com/@jongraz/video/6969973692264762629?lang=en
jongraz,6964114845062941957,"Do not take this advice, but if you do, LOCK IT AND LOSE IT (do not take this advice) #foryou #finance #money #humor",1621459345,56,47,3193,49,113000,https://www.tiktok.com/@jongraz/video/6964114845062941957?lang=en
jongraz,6955972760292117765,crinkle tongue strikes AGAIN #pug #pugs #foryou #humor #seniordog,1619563627,15,5819,147500,853,542800,https://www.tiktok.com/@jongraz/video/6955972760292117765?lang=en
jongraz,6954546669711068422,she transitions from day to night so seamlessly! #foryou #waterfeature #relaxing #majesty #Destinationdepop,1619231582,15,17,1990,45,103400,https://www.tiktok.com/@jongraz/video/6954546669711068422?lang=en
jongraz,6954354513524378886,take this moment to check in with yourself. let Noodle’s motorboat snores help you find your center ✨ #foryou #pug #pugsoftiktok #seniordog #cleanse,1619186842,15,187,6794,73,132800,https://www.tiktok.com/@jongraz/video/6954354513524378886?lang=en
jongraz,6952626938301205765,Reply to @delightfulspacepeach unforseen hurdles! what I should replace the stones with?? #foryou #humor #waterfeature  #storytime #crystals,1618784609,58,99,4883,153,108100,https://www.tiktok.com/@jongraz/video/6952626938301205765?lang=en
jongraz,6952145560468000005,Reply to @nepatsfan83 it’s fully transformed!! #foryou #humor #waterfeature #crystals #storytime,1618672529,59,242,8127,283,125200,https://www.tiktok.com/@jongraz/video/6952145560468000005?lang=en
jongraz,6951886714927353093,chances are I’ll do it again #fyp #foryou #humor #tour #waterfeature #interiordesign,1618612262,58,4396,58900,1324,592500,https://www.tiktok.com/@jongraz/video/6951886714927353093?lang=en
jongraz,6951210275534146821,I have no one to impress OKAY? #foryou #humor #gay #beard #strangerdanger,1618454768,13,101,6660,172,142600,https://www.tiktok.com/@jongraz/video/6951210275534146821?lang=en
jongraz,6948548353332399366,just look at those TOOTSIES #pug #pugprince #dog #humor #fyp,1617834989,15,276,11200,110,143800,https://www.tiktok.com/@jongraz/video/6948548353332399366?lang=en
jongraz,6945445706480110853,#duet with @esenachoman and they published it! #twilight #humor #fyp #teamedward,1617112599,8,132,3542,19,95800,https://www.tiktok.com/@jongraz/video/6945445706480110853?lang=en
jongraz,6945044815260372229,#stitch with @lowcarblove #fyp #humor #cooking,1617019260,11,33,2625,27,83100,https://www.tiktok.com/@jongraz/video/6945044815260372229?lang=en
jongraz,6944880586951527686,we...may never understand why #pug #dog #humor #fyp #whytho,1616981021,14,324,6577,62,105400,https://www.tiktok.com/@jongraz/video/6944880586951527686?lang=en
jongraz,6941867088109751558,it’s his world and we’re just a part of it #pug #dog #humor #comfymountain #king,1616279386,51,634,11300,192,129900,https://www.tiktok.com/@jongraz/video/6941867088109751558?lang=en
jongraz,6941557482984688901,youtube and cry > netflix and chill #fyp #weekend #fridaynight #humor #youtube,1616207301,42,172,3906,96,77500,https://www.tiktok.com/@jongraz/video/6941557482984688901?lang=en
jongraz,6939747442187357446,#stitch with @sherdownbad  #fyp #gay #lgbt #humor #weddingtiktok,1615785874,20,119,4326,26,80900,https://www.tiktok.com/@jongraz/video/6939747442187357446?lang=en
jongraz,6938547829673626885,Do your dogs do this too?? #pug #dog #humor #dogsoftiktok,1615506561,41,12900,180100,1756,766200,https://www.tiktok.com/@jongraz/video/6938547829673626885?lang=en
jongraz,6936601978013256965,my farming DREAMS are coming TRUE ✨ #stardewvalley #gaymer #fyp #humor #boardgames,1615053506,31,82,1820,36,65700,https://www.tiktok.com/@jongraz/video/6936601978013256965?lang=en
jongraz,6936176516359392518,is it just like a thing they do or do I call a priest? #fyp #foryou #nyc #planttiktok,1614954447,12,17,1296,76,60800,https://www.tiktok.com/@jongraz/video/6936176516359392518?lang=en
jongraz,6935589471383604486,I’m built like a house that was constructed in 1840 #30 #humor #fyp #foryou #millennial,1614817776,14,88,2227,46,60000,https://www.tiktok.com/@jongraz/video/6935589471383604486?lang=en
jongraz,6934687131860258054,“And I bet he’s thinking about it right now!” #humor #anxiety #mentalhealth #fyp #foryou,1614607686,49,158,3455,56,59900,https://www.tiktok.com/@jongraz/video/6934687131860258054?lang=en
jongraz,6933747778317323525,coffee booze citrus cheese everything #fyp #foryou #humor #30 #fml,1614388974,14,901,11000,462,155000,https://www.tiktok.com/@jongraz/video/6933747778317323525?lang=en
jongraz,6932603601407823109,#stitch with @jammin_wben it’s this #snl #fyp #casablanca,1614122573,50,217,8921,57,91500,https://www.tiktok.com/@jongraz/video/6932603601407823109?lang=en
jongraz,6932464976972041478,the blood on my hands just won’t wash off #plants #planttiktok #succulents #humor #lgbt,1614090300,21,288,6688,84,95200,https://www.tiktok.com/@jongraz/video/6932464976972041478?lang=en
jongraz,6932127716175056134,He doesn’t 🥰 #pug #dog #funny #fml #seniordog,1614011770,15,67,3548,37,75300,https://www.tiktok.com/@jongraz/video/6932127716175056134?lang=en
jongraz,6931759421391490310,Never locked out for too long ❤️ #humor #anxiety #mentalhealth #sleep #fyp #foryou,1613926019,29,420,4228,73,67100,https://www.tiktok.com/@jongraz/video/6931759421391490310?lang=en
jongraz,6931410458817645830,Thank God everyone acted so quickly 🙏 #humor #skit #fyp #gay #pov,1613844765,53,63,2269,29,58000,https://www.tiktok.com/@jongraz/video/6931410458817645830?lang=en
jongraz,6929635501330681094,And taxes! And your bones start cracking. #fyp #humor #30 #age,1613431507,8,7045,50600,647,649000,https://www.tiktok.com/@jongraz/video/6929635501330681094?lang=en
jongraz,6929576704549620998,Papa...feed me papa... #pug #dog #fyp #snacks #cute,1613417814,15,291,4324,42,77700,https://www.tiktok.com/@jongraz/video/6929576704549620998?lang=en
jongraz,6928579078727535877,In the before time too but a lot lately #humor #fyp #olympics #weekendvibes,1613185544,9,3968,52600,624,524800,https://www.tiktok.com/@jongraz/video/6928579078727535877?lang=en
jongraz,6928150471354027270,#stitch with @jennasamuelson just like...*gestures vaguely* #anxiety #humor #fyp,1613085746,5,5755,85900,1378,664600,https://www.tiktok.com/@jongraz/video/6928150471354027270?lang=en
jongraz,6927350116151987462,Just dropping by to ruin your day ❤️ #anxiety #humor #fyp #gay,1612899397,43,1869,15300,192,118800,https://www.tiktok.com/@jongraz/video/6927350116151987462?lang=en
jongraz,6925406987496787206,A constant companion #skit #humor #anxiety,1612446983,47,9380,88600,595,575700,https://www.tiktok.com/@jongraz/video/6925406987496787206?lang=en
jongraz,6923304164130819334,it’s 9 degrees outside and he dares to look this handsome! please compliment my pug on his dashing sweater #pug #dog #cozy #fyp,1611957375,15,186,6931,375,93100,https://www.tiktok.com/@jongraz/video/6923304164130819334?lang=en
jongraz,6900591265495207174,hey all! I know it’s been a while but please know nothings changed over here. #nobones #noboneschallenge #pugs #dog #humor #fyp,1606669157,55,301,5239,82,93000,https://www.tiktok.com/@jongraz/video/6900591265495207174?lang=en
jongraz,6871649237260668165,He hates the classics #pug #dog #humor #fyp #prideandprejudice,1599930530,27,2408,28400,185,186300,https://www.tiktok.com/@jongraz/video/6871649237260668165?lang=en
jongraz,6870545437628173573,He excels at being dense #pug #dog #humor #sleepy,1599673532,34,7600,76500,785,428000,https://www.tiktok.com/@jongraz/video/6870545437628173573?lang=en
